timestamp,name,attribute_name,value
2021-10-18 13:16:55.633,Producers,power,-7.5521665
2021-10-18 13:45:48.816,Producers,power,-10.644167
2021-10-18 13:45:58.254,Producers,power,-10.644167000000003
2021-10-18 13:50:47.226,Producers,power,-10.644167
2021-10-18 13:50:51.308,Producers,power,-10.644167000000003
2021-10-18 13:55:47.903,Producers,power,-10.644167
2021-10-18 13:55:51.938,Producers,power,-10.644167000000003
2021-10-18 14:00:27.791,Producers,power,-10.644167
2021-10-18 14:00:36.896,Producers,power,-10.644167000000003
2021-10-18 14:05:47.9,Producers,power,-10.644167
2021-10-18 14:05:51.137,Producers,power,-10.644167000000003
2021-10-18 14:10:49.068,Producers,power,-10.644167
2021-10-18 14:10:52.25,Producers,power,-10.644167000000003
2021-10-18 14:15:47.115,Producers,power,-10.4943337
2021-10-18 14:45:47.215,Producers,power,-7.5734999
2021-10-18 15:15:47.382,Producers,power,-3.1153334
2021-10-18 15:45:48.959,Producers,power,-7.6601664
2021-10-18 16:15:49.021,Producers,power,-3.4823333
2021-10-18 16:45:49.152,Producers,power,-4.9153333
2021-10-18 16:51:13.073,Producers,power,-4.9153332999999995
2021-10-18 16:51:16.254,Producers,power,-4.9153333
2021-10-18 17:00:14.419,Producers,power,-4.9153332999999995
2021-10-18 16:56:13.931,Producers,power,-4.9153332999999995
2021-10-18 16:56:17.092,Producers,power,-4.9153333
2021-10-18 17:00:20.136,Producers,power,-4.9153333
2021-10-18 17:01:14.288,Producers,power,-4.9153332999999995
2021-10-18 17:01:17.459,Producers,power,-4.9153333
2021-10-18 17:06:14.88,Producers,power,-4.9153332999999995
2021-10-18 17:06:18.033,Producers,power,-4.9153333
2021-10-18 17:11:15.424,Producers,power,-4.9153332999999995
2021-10-18 17:11:18.582,Producers,power,-4.9153333
2021-10-18 17:15:49.464,Producers,power,-3.11199996
2021-10-18 17:15:52.686,Producers,power,-3.1119999600000003
2021-10-18 17:20:14.592,Producers,power,-3.11199996
2021-10-18 17:45:49.631,Producers,power,-1.02483336
2021-10-18 18:15:49.785,Producers,power,-0.0065
2021-10-18 18:45:49.961,Producers,power,0.0
2021-10-19 09:45:59.865,Producers,power,-0.029
2021-10-19 10:18:04.709,Producers,power,-0.128166668
2021-10-19 10:18:07.894,Producers,power,-0.12816666799999998
2021-10-19 10:16:00.018,Producers,power,-0.128166668
2021-10-19 10:16:06.458,Producers,power,-0.12816666799999998
2021-10-19 10:23:06.224,Producers,power,-0.128166668
2021-10-19 10:23:09.626,Producers,power,-0.12816666799999998
2021-10-19 10:28:06.972,Producers,power,-0.128166668
2021-10-19 10:28:10.192,Producers,power,-0.12816666799999998
2021-10-19 10:30:18.099,Producers,power,-0.128166668
2021-10-19 10:30:21.275,Producers,power,-0.12816666799999998
2021-10-19 10:33:12.862,Producers,power,-0.128166668
2021-10-19 10:33:16.05,Producers,power,-0.12816666799999998
2021-10-19 10:33:20.652,Producers,power,-0.128166668
2021-10-19 10:33:23.834,Producers,power,-0.12816666799999998
