timestamp,name,attribute_name,value
2021-10-25 13:34:30.72,EV Chargers,power,60.597
2021-10-25 14:04:54.584,EV Chargers,power,71.777
2021-10-25 14:35:19.129,EV Chargers,power,70.382
2021-10-25 15:05:44.379,EV Chargers,power,78.767
2021-10-25 15:35:44.774,EV Chargers,power,112.473
2021-10-25 16:06:07.68,EV Chargers,power,138.467
2021-10-25 16:36:27.007,EV Chargers,power,152.212
2021-10-25 17:06:48.291,EV Chargers,power,151.608
2021-10-25 17:37:06.823,EV Chargers,power,145.841
2021-10-25 18:07:33.911,EV Chargers,power,144.016
2021-10-25 18:37:53.39,EV Chargers,power,137.11
2021-10-25 19:08:13.648,EV Chargers,power,134.347
2021-10-25 19:38:31.847,EV Chargers,power,129.445
2021-10-25 20:08:58.737,EV Chargers,power,122.752
2021-10-25 20:39:18.204,EV Chargers,power,114.517
2021-10-25 21:09:42.971,EV Chargers,power,93.619
2021-10-25 21:40:06.417,EV Chargers,power,87.119
2021-10-25 22:10:31.125,EV Chargers,power,88.751
2021-10-25 22:41:01.491,EV Chargers,power,75.782
2021-10-25 23:11:20.729,EV Chargers,power,63.026
2021-10-25 23:41:50.212,EV Chargers,power,55.177
2021-10-26 00:12:08.684,EV Chargers,power,48.777
2021-10-26 00:42:34.677,EV Chargers,power,41.212
2021-10-26 01:12:56.251,EV Chargers,power,32.49
2021-10-26 01:43:16.889,EV Chargers,power,22.563
2021-10-26 02:13:18.287,EV Chargers,power,18.19
2021-10-26 02:43:39.86,EV Chargers,power,15.876
2021-10-26 03:13:59.768,EV Chargers,power,12.716
2021-10-26 03:44:26.763,EV Chargers,power,8.572
2021-10-26 04:14:52.275,EV Chargers,power,9.641
2021-10-26 04:45:14.729,EV Chargers,power,10.056
2021-10-26 05:15:15.882,EV Chargers,power,14.347
2021-10-26 05:45:37.658,EV Chargers,power,20.587
2021-10-26 06:15:53.37,EV Chargers,power,28.714
2021-10-26 06:46:13.881,EV Chargers,power,41.263
2021-10-26 07:16:33.655,EV Chargers,power,52.283
2021-10-26 07:46:54.813,EV Chargers,power,55.912
2021-10-26 08:17:24.153,EV Chargers,power,60.658
2021-10-26 08:47:44.897,EV Chargers,power,59.523
2021-10-26 09:18:07.135,EV Chargers,power,67.184
2021-10-26 09:48:26.188,EV Chargers,power,74.473
2021-10-26 10:18:51.394,EV Chargers,power,70.246
2021-10-26 10:49:12.35,EV Chargers,power,75.11
2021-10-26 11:19:34.463,EV Chargers,power,80.499
2021-10-26 11:49:51.823,EV Chargers,power,79.986
2021-10-26 12:20:12.624,EV Chargers,power,71.501
2021-10-26 12:50:29.326,EV Chargers,power,75.591
